datetime,prediction,last_price,squared_error,expected_price_change_pct,shares_owned_potential,asset_value_potential,portfolio_value,cash,return
2021-08-02 13:18:00-04:00,8.466650000000005,8.47,1.1222499999971494e-05,-0.0003955135773312568,-2366.0,20040.02,99526.8,119566.82,0.00047567598865616567
2021-08-02 13:33:00-04:00,8.466650000000005,8.47,1.1222499999971494e-05,-0.0003955135773312568,-2366.0,20040.02,99479.48000000001,119566.82,-0.00047544982858882534
2021-08-02 13:48:00-04:00,8.510750000000003,8.49,0.00043056250000013093,0.0024440518256776387,-2366.0,20087.34,99479.48000000001,119566.82,0.0
2021-08-02 14:03:00-04:00,8.510750000000003,8.49,0.00043056250000013093,0.0024440518256776387,-2366.0,20087.34,99479.48000000001,119566.82,0.0
2021-08-02 14:18:00-04:00,8.48960000000001,8.47,0.000384160000000368,0.0023140495867779677,-2366.0,20040.02,99526.8,119566.82,0.00047567598865616567
2021-08-02 14:33:00-04:00,8.48960000000001,8.47,0.000384160000000368,0.0023140495867779677,-2366.0,20040.02,99597.78000000001,119566.82,0.0007131747428834601
2021-08-02 14:48:00-04:00,8.419200000000004,8.44,0.0004326399999998308,-0.002464454976302836,-2366.0,19969.039999999997,99597.78000000001,119566.82,0.0
2021-08-02 15:03:00-04:00,8.419200000000004,8.44,0.0004326399999998308,-0.002464454976302836,-2366.0,19969.039999999997,99526.8,119566.82,-0.0007126664871447419
2021-08-02 15:18:00-04:00,8.443700000000007,8.465,0.00045368999999970144,-0.002516243354990312,-2366.0,20028.19,99538.63,119566.82,0.00011886245714731736
2021-08-02 15:33:00-04:00,8.443700000000007,8.465,0.00045368999999970144,-0.002516243354990312,-2366.0,20028.19,99597.78000000001,119566.82,0.0005942416527131567
2021-08-02 15:48:00-04:00,8.347400000000004,8.37,0.0005107599999997871,-0.0027001194743124604,-2366.0,19803.42,99763.40000000001,119566.82,0.0016628884700040647
2021-08-02 16:03:00-04:00,8.347400000000004,8.37,0.0005107599999997871,-0.0027001194743124604,-2366.0,19803.42,99834.38,119566.82,0.0007114833696526546
2021-08-03 09:14:00-04:00,8.319499999999994,8.4,0.006480250000000968,-0.009583333333334049,0.0,0.0,99692.42000000001,99692.42000000001,-0.0014219550419404259
2021-08-03 09:29:00-04:00,8.319499999999994,8.4,0.006480250000000968,-0.009583333333334049,0.0,0.0,99692.42000000001,99692.42000000001,0.0
2021-08-03 09:44:00-04:00,8.306700000000005,8.21,0.009350890000000731,0.011778319123021167,0.0,0.0,99692.42000000001,99692.42000000001,0.0
2021-08-03 09:59:00-04:00,8.306700000000005,8.21,0.009350890000000731,0.011778319123021167,0.0,0.0,99692.42000000001,79904.22000000002,0.0
2021-08-03 10:14:00-04:00,8.078199999999999,8.085,4.624000000002605e-05,-0.0008410636982067922,2428.0,19630.38,99534.60000000002,79904.22000000002,-0.001583069204258436
2021-08-03 10:29:00-04:00,8.078199999999999,8.085,4.624000000002605e-05,-0.0008410636982067922,2428.0,19630.38,99716.70000000001,79904.22000000002,0.0018295145607656327
2021-08-03 10:44:00-04:00,8.143450000000007,8.175,0.0009954024999996197,-0.0038593272171246447,2428.0,19848.9,99753.12000000002,79904.22000000002,0.00036523470993343743
2021-08-03 10:59:00-04:00,8.143450000000007,8.175,0.0009954024999996197,-0.0038593272171246447,2428.0,19848.9,99546.74000000002,79904.22000000002,-0.0020689077193776217
2021-08-03 11:14:00-04:00,8.1123,8.085,0.0007452899999999207,0.0033766233766231966,2428.0,19630.38,99534.60000000002,79904.22000000002,-0.00012195276309401315
2021-08-03 11:29:00-04:00,8.1123,8.085,0.0007452899999999207,0.0033766233766231966,2428.0,19630.38,99522.46000000002,79904.22000000002,-0.00012196763738436811
2021-08-03 11:44:00-04:00,8.1397,8.135,2.2089999999997222e-05,0.0005777504609710761,2428.0,19751.78,99656.00000000001,79904.22000000002,0.0013418076683393565
2021-08-03 11:59:00-04:00,8.1397,8.135,2.2089999999997222e-05,0.0005777504609710761,2428.0,19751.78,99740.98000000001,79904.22000000002,0.0008527334029060363
2021-08-03 12:14:00-04:00,8.228500000000007,8.195,0.0011222500000004818,0.004087858450275435,2428.0,19897.46,99801.68000000002,79904.22000000002,0.0006085763344214623
2021-08-03 12:29:00-04:00,8.228500000000007,8.195,0.0011222500000004818,0.004087858450275435,2428.0,19897.46,99753.12000000002,79904.22000000002,-0.0004865649556199392
2021-08-03 12:44:00-04:00,8.120400000000007,8.155,0.0011971599999994597,-0.004242795830777707,2428.0,19800.34,99704.56000000001,79904.22000000002,-0.0004868018163242116
2021-08-03 12:59:00-04:00,8.120400000000007,8.155,0.0011971599999994597,-0.004242795830777707,2428.0,19800.34,99716.70000000001,79904.22000000002,0.00012175972693717618
2021-08-03 13:14:00-04:00,8.099300000000005,8.12,0.0004284899999997677,-0.002549261083743152,2428.0,19715.359999999997,99619.58000000002,79904.22000000002,-0.0009739592264885744
2021-08-03 13:29:00-04:00,8.099300000000005,8.12,0.0004284899999997677,-0.002549261083743152,2428.0,19715.359999999997,99461.76000000001,79904.22000000002,-0.0015842267152702538
2021-08-03 13:44:00-04:00,8.15449999999999,8.1,0.0029702499999989342,0.006728395061727188,2428.0,19666.8,99571.02000000002,79904.22000000002,0.0010985126344034146
2021-08-03 13:59:00-04:00,8.15449999999999,8.1,0.0029702499999989342,0.006728395061727188,2428.0,19666.8,99522.46000000002,79904.22000000002,-0.00048769210157728615
2021-08-03 14:14:00-04:00,8.119600000000004,8.105,0.00021316000000009568,0.0018013571869220574,2428.0,19678.940000000002,99583.16000000002,79904.22000000002,0.0006099125765177682
2021-08-03 14:29:00-04:00,8.119600000000004,8.105,0.00021316000000009568,0.0018013571869220574,2428.0,19678.940000000002,99692.42000000001,79904.22000000002,0.0010971734578415493
2021-08-03 14:44:00-04:00,8.17775,8.165,0.00016256250000001233,0.0015615431720759933,2428.0,19824.62,99728.84000000001,79904.22000000002,0.00036532366252117754
2021-08-03 14:59:00-04:00,8.17775,8.165,0.00016256250000001233,0.0015615431720759933,2428.0,19824.62,99631.72000000002,79904.22000000002,-0.000973840666350867
2021-08-03 15:14:00-04:00,8.192349999999998,8.195,7.02250000001434e-06,-0.00032336790726085485,2428.0,19897.46,99801.68000000002,79904.22000000002,0.001705882423790328
2021-08-03 15:29:00-04:00,8.192349999999998,8.195,7.02250000001434e-06,-0.00032336790726085485,2428.0,19897.46,99801.68000000002,79904.22000000002,0.0
2021-08-03 15:44:00-04:00,8.188100000000002,8.16,0.0007896100000001131,0.0034436274509806386,2428.0,19812.48,99716.70000000001,79904.22000000002,-0.0008514886723350878
2021-08-03 15:59:00-04:00,8.188100000000002,8.16,0.0007896100000001131,0.0034436274509806386,2428.0,19812.48,99789.54000000001,79904.22000000002,0.0007304694198664308
2021-08-04 09:30:00-04:00,8.139100000000001,8.12,0.00036481000000006383,0.002352216748768679,0.0,0.0,99619.58000000002,99619.58000000002,-0.0017031845221452402
2021-08-04 09:45:00-04:00,8.139100000000001,8.12,0.00036481000000006383,0.002352216748768679,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 10:00:00-04:00,8.346099999999996,8.32,0.000681209999999792,0.0031370192307687518,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 10:15:00-04:00,8.346099999999996,8.32,0.000681209999999792,0.0031370192307687518,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 10:30:00-04:00,8.514000000000005,8.5,0.0001960000000001309,0.0016470588235299617,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 10:45:00-04:00,8.514000000000005,8.5,0.0001960000000001309,0.0016470588235299617,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 11:00:00-04:00,8.430250000000003,8.43,6.250000000148503e-08,2.965599051043536e-05,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 11:15:00-04:00,8.430250000000003,8.43,6.250000000148503e-08,2.965599051043536e-05,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 11:30:00-04:00,8.339749999999999,8.355,0.00023256250000005374,-0.0018252543387195406,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 11:45:00-04:00,8.339749999999999,8.355,0.00023256250000005374,-0.0018252543387195406,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 12:00:00-04:00,8.267349999999995,8.275,5.852250000008054e-05,-0.0009244712990942916,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 12:15:00-04:00,8.267349999999995,8.275,5.852250000008054e-05,-0.0009244712990942916,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 12:30:00-04:00,8.292700000000002,8.325,0.0010432899999998418,-0.0038798798798795864,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 12:45:00-04:00,8.292700000000002,8.325,0.0010432899999998418,-0.0038798798798795864,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 13:00:00-04:00,8.530750000000005,8.53,5.625000000080362e-07,8.792497069230452e-05,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 13:15:00-04:00,8.530750000000005,8.53,5.625000000080362e-07,8.792497069230452e-05,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 13:30:00-04:00,8.222150000000006,8.195,0.000737122500000326,0.003312995729103844,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 13:45:00-04:00,8.222150000000006,8.195,0.000737122500000326,0.003312995729103844,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 14:00:00-04:00,8.181999999999993,8.175,4.899999999989595e-05,0.0008562691131489379,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 14:15:00-04:00,8.181999999999993,8.175,4.899999999989595e-05,0.0008562691131489379,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 14:30:00-04:00,8.186799999999996,8.195,6.724000000006531e-05,-0.0010006101281273925,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 14:45:00-04:00,8.186799999999996,8.195,6.724000000006531e-05,-0.0010006101281273925,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 15:00:00-04:00,8.28605,8.29,1.560249999999744e-05,-0.0004764776839565351,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 15:15:00-04:00,8.28605,8.29,1.560249999999744e-05,-0.0004764776839565351,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 15:30:00-04:00,8.162200000000007,8.16,4.840000000032152e-06,0.0002696078431381504,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 15:45:00-04:00,8.162200000000007,8.16,4.840000000032152e-06,0.0002696078431381504,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-04 16:00:00-04:00,8.274949999999997,8.23,0.002020502499999685,0.0054617253948962925,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-05 09:31:00-04:00,8.201550000000003,8.07,0.017305402500000656,0.016301115241635997,0.0,0.0,99619.58000000002,99619.58000000002,0.0
2021-08-05 09:46:00-04:00,8.201550000000003,8.07,0.017305402500000656,0.016301115241635997,0.0,0.0,99619.58000000002,79530.06000000001,0.0
2021-08-05 10:01:00-04:00,8.321800000000005,8.3,0.00047524000000018576,0.0026265060240968988,2468.0,20484.4,100014.46000000002,79530.06000000001,0.003963879389975444
2021-08-05 10:16:00-04:00,8.321800000000005,8.3,0.00047524000000018576,0.0026265060240968988,2468.0,20484.4,99903.40000000001,79530.06000000001,-0.0011104394304585208
2021-08-05 10:31:00-04:00,8.411650000000002,8.35,0.003800722500000244,0.00738323353293437,2468.0,20607.8,100137.86000000002,79530.06000000001,0.0023468670735931063
2021-08-05 10:46:00-04:00,8.411650000000002,8.35,0.003800722500000244,0.00738323353293437,2468.0,20607.8,100150.20000000001,79530.06000000001,0.00012323011496340186
2021-08-05 11:01:00-04:00,8.402399999999998,8.39,0.0001537599999999441,0.0014779499404049756,2468.0,20706.52,100236.58000000002,79530.06000000001,0.0008625045182137914
2021-08-05 11:16:00-04:00,8.402399999999998,8.39,0.0001537599999999441,0.0014779499404049756,2468.0,20706.52,100310.62000000001,79530.06000000001,0.0007386524959249741
2021-08-05 11:31:00-04:00,8.481800000000003,8.51,0.0007952399999997998,-0.0033137485311394185,2468.0,21002.68,100532.74000000002,79530.06000000001,0.002214321873396985
2021-08-05 11:46:00-04:00,8.481800000000003,8.51,0.0007952399999997998,-0.0033137485311394185,2468.0,21002.68,100458.70000000001,79530.06000000001,-0.0007364764951199865
2021-08-05 12:01:00-04:00,8.479100000000003,8.51,0.0009548099999998308,-0.0036310223266741793,2468.0,21002.68,100532.74000000002,79530.06000000001,0.0007370192925053587
2021-08-05 12:16:00-04:00,8.479100000000003,8.51,0.0009548099999998308,-0.0036310223266741793,2468.0,21002.68,100532.74000000002,79530.06000000001,0.0
2021-08-05 12:31:00-04:00,8.486600000000001,8.47,0.000275560000000013,0.0019598583234947333,2468.0,20903.960000000003,100434.02000000002,79530.06000000001,-0.000981968660159871
2021-08-05 12:46:00-04:00,8.486600000000001,8.47,0.000275560000000013,0.0019598583234947333,2468.0,20903.960000000003,100483.38,79530.06000000001,0.0004914669352076295
2021-08-05 13:01:00-04:00,8.498499999999998,8.5,2.2500000000054994e-06,-0.00017647058823550978,2468.0,20978.0,100508.06000000001,79530.06000000001,0.0002456127570549249
2021-08-05 13:16:00-04:00,8.498499999999998,8.5,2.2500000000054994e-06,-0.00017647058823550978,2468.0,20978.0,100520.40000000001,79530.06000000001,0.00012277622312084624
2021-08-05 13:31:00-04:00,8.597350000000004,8.635,0.0014175224999996793,-0.004360162130862275,2468.0,21311.18,100841.24000000002,79530.06000000001,0.0031917899252291715
2021-08-05 13:46:00-04:00,8.597350000000004,8.635,0.0014175224999996793,-0.004360162130862275,2468.0,21311.18,100828.90000000001,79530.06000000001,-0.00012237056981856398
2021-08-05 14:01:00-04:00,8.574050000000002,8.59,0.0002544024999999475,-0.0018568102444701227,2468.0,21200.12,100730.18000000001,79530.06000000001,-0.0009790843696598772
2021-08-05 14:16:00-04:00,8.574050000000002,8.59,0.0002544024999999475,-0.0018568102444701227,2468.0,21200.12,100730.18000000001,79530.06000000001,0.0
2021-08-05 14:31:00-04:00,8.601100000000004,8.62,0.0003572099999998122,-0.0021925754060319064,2468.0,21274.16,100804.22000000002,79530.06000000001,0.0007350329365043429
2021-08-05 14:46:00-04:00,8.601100000000004,8.62,0.0003572099999998122,-0.0021925754060319064,2468.0,21274.16,100680.82,79530.06000000001,-0.0012241550998560724
2021-08-05 15:01:00-04:00,8.555299999999995,8.55,2.8089999999944384e-05,0.0006198830409350588,2468.0,21101.4,100631.46000000002,79530.06000000001,-0.00049026219691084
2021-08-05 15:16:00-04:00,8.555299999999995,8.55,2.8089999999944384e-05,0.0006198830409350588,2468.0,21101.4,100508.06000000001,79530.06000000001,-0.0012262566795712138
2021-08-05 15:31:00-04:00,8.487950000000005,8.49,4.2024999999804115e-06,-0.00024146054181333596,2468.0,20953.32,100483.38,79530.06000000001,-0.0002455524462416925
2021-08-05 15:46:00-04:00,8.487950000000005,8.49,4.2024999999804115e-06,-0.00024146054181333596,2468.0,20953.32,100458.70000000001,79530.06000000001,-0.0002456127570549249
2021-08-05 16:01:00-04:00,8.6082,8.5,0.011707240000000016,0.012729411764705892,2468.0,20978.0,100508.06000000001,79530.06000000001,0.0004913461950035725
2021-08-06 09:30:00-04:00,8.485850000000001,8.44,0.0021022225000001376,0.0054324644549764815,0.0,0.0,100582.1,100582.1,0.0007366573387248554
2021-08-06 09:45:00-04:00,8.485850000000001,8.44,0.0021022225000001376,0.0054324644549764815,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 10:00:00-04:00,8.393450000000001,8.38,0.0001809025000000169,0.001605011933174299,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 10:15:00-04:00,8.393450000000001,8.38,0.0001809025000000169,0.001605011933174299,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 10:30:00-04:00,8.3671,8.34,0.0007344100000000428,0.0032494004796164017,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 10:45:00-04:00,8.3671,8.34,0.0007344100000000428,0.0032494004796164017,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 11:00:00-04:00,8.390799999999999,8.395,1.7640000000007305e-05,-0.0005002977963074294,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 11:15:00-04:00,8.390799999999999,8.395,1.7640000000007305e-05,-0.0005002977963074294,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 11:30:00-04:00,8.420049999999996,8.38,0.0016040024999996378,0.004779236276849102,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 11:45:00-04:00,8.420049999999996,8.38,0.0016040024999996378,0.004779236276849102,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 12:00:00-04:00,8.482799999999996,8.43,0.0027878399999995735,0.006263345195729059,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 12:15:00-04:00,8.482799999999996,8.43,0.0027878399999995735,0.006263345195729059,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 12:30:00-04:00,8.431350000000004,8.42,0.00012882250000008504,0.001347980997625148,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 12:45:00-04:00,8.431350000000004,8.42,0.00012882250000008504,0.001347980997625148,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 13:00:00-04:00,8.304249999999998,8.35,0.0020930625000001586,-0.005479041916167873,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 13:15:00-04:00,8.304249999999998,8.35,0.0020930625000001586,-0.005479041916167873,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 13:30:00-04:00,8.415100000000004,8.41,2.6010000000041833e-05,0.0006064209274677885,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 13:45:00-04:00,8.415100000000004,8.41,2.6010000000041833e-05,0.0006064209274677885,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 14:00:00-04:00,8.388300000000005,8.4,0.0001368899999999023,-0.0013928571428566457,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 14:15:00-04:00,8.388300000000005,8.4,0.0001368899999999023,-0.0013928571428566457,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 14:30:00-04:00,8.457500000000003,8.42,0.0014062500000002398,0.004453681710214157,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 14:45:00-04:00,8.457500000000003,8.42,0.0014062500000002398,0.004453681710214157,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 15:00:00-04:00,8.447800000000004,8.45,4.83999999997744e-06,-0.0002603550295851921,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 15:15:00-04:00,8.447800000000004,8.45,4.83999999997744e-06,-0.0002603550295851921,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 15:30:00-04:00,8.44185,8.46,0.00032942250000001205,-0.002145390070922025,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 15:45:00-04:00,8.44185,8.46,0.00032942250000001205,-0.002145390070922025,0.0,0.0,100582.1,100582.1,0.0
2021-08-06 16:00:00-04:00,8.335199999999997,8.4,0.0041990400000004565,-0.007714285714286133,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 09:30:00-04:00,8.322999999999995,8.27,0.0028089999999995224,0.0064087061668676535,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 09:45:00-04:00,8.322999999999995,8.27,0.0028089999999995224,0.0064087061668676535,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 10:00:00-04:00,8.263200000000001,8.25,0.00017424000000003197,0.0016000000000001467,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 10:15:00-04:00,8.263200000000001,8.25,0.00017424000000003197,0.0016000000000001467,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 10:30:00-04:00,8.430749999999994,8.475,0.001958062500000463,-0.005221238938053715,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 10:45:00-04:00,8.430749999999994,8.475,0.001958062500000463,-0.005221238938053715,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 11:00:00-04:00,8.450049999999997,8.495,0.0020205025000001636,-0.005291347851677672,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 11:15:00-04:00,8.450049999999997,8.495,0.0020205025000001636,-0.005291347851677672,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 11:30:00-04:00,8.587450000000004,8.595,5.700249999994889e-05,-0.0008784176847000133,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 11:45:00-04:00,8.587450000000004,8.595,5.700249999994889e-05,-0.0008784176847000133,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 12:00:00-04:00,8.6432,8.68,0.0013542399999999632,-0.004239631336405473,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 12:15:00-04:00,8.6432,8.68,0.0013542399999999632,-0.004239631336405473,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 12:30:00-04:00,8.7413,8.71,0.0009796899999999927,0.003593570608495968,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 12:45:00-04:00,8.7413,8.71,0.0009796899999999927,0.003593570608495968,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 13:00:00-04:00,8.848800000000004,8.78,0.004733440000000668,0.007835990888383241,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 13:15:00-04:00,8.848800000000004,8.78,0.004733440000000668,0.007835990888383241,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 13:30:00-04:00,8.782850000000002,8.79,5.112249999996492e-05,-0.0008134243458472751,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 13:45:00-04:00,8.782850000000002,8.79,5.112249999996492e-05,-0.0008134243458472751,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 14:00:00-04:00,8.82960000000001,8.835,2.915999999990245e-05,-0.0006112054329361592,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 14:15:00-04:00,8.82960000000001,8.835,2.915999999990245e-05,-0.0006112054329361592,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 14:30:00-04:00,8.765350000000003,8.71,0.0030636225000002714,0.006354764638347009,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 14:45:00-04:00,8.765350000000003,8.71,0.0030636225000002714,0.006354764638347009,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 15:00:00-04:00,8.786950000000003,8.865,0.0060918024999996115,-0.00880428652002228,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 15:15:00-04:00,8.786950000000003,8.865,0.0060918024999996115,-0.00880428652002228,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 15:30:00-04:00,8.716649999999994,8.795,0.006138722500000892,-0.008908470722001785,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 15:45:00-04:00,8.716649999999994,8.795,0.006138722500000892,-0.008908470722001785,0.0,0.0,100582.1,100582.1,0.0
2021-08-09 16:00:00-04:00,8.970950000000006,8.745,0.05105340250000285,0.02583762149799958,0.0,0.0,100582.1,100582.1,0.0
2021-08-10 09:30:00-04:00,9.003400000000005,8.72,0.0803155600000022,0.03250000000000044,0.0,0.0,100582.1,100582.1,0.0
2021-08-10 09:45:00-04:00,9.003400000000005,8.72,0.0803155600000022,0.03250000000000044,0.0,0.0,100582.1,80566.02,0.0
2021-08-10 10:00:00-04:00,8.583700000000002,8.56,0.0005616900000000762,0.0027686915887852343,2306.0,19739.36,100305.38,80566.02,-0.0027511853500772343
2021-08-10 10:15:00-04:00,8.583700000000002,8.56,0.0005616900000000762,0.0027686915887852343,2306.0,19739.36,100351.5,80566.02,0.00045979587535582844
2021-08-10 10:30:00-04:00,8.550499999999992,8.56,9.025000000015309e-05,-0.0011098130841130907,2306.0,19739.36,100305.38,80566.02,-0.00045958456027062056
2021-08-10 10:45:00-04:00,8.550499999999992,8.56,9.025000000015309e-05,-0.0011098130841130907,2306.0,19739.36,100443.74,80566.02,0.0013793876260674853
2021-08-10 11:00:00-04:00,8.629400000000002,8.63,3.5999999999832197e-07,-6.95249130936966e-05,2306.0,19900.780000000002,100466.8,80566.02,0.0002295812561339261
2021-08-10 11:15:00-04:00,8.629400000000002,8.63,3.5999999999832197e-07,-6.95249130936966e-05,2306.0,19900.780000000002,100535.98000000001,80566.02,0.0006885856820362246
2021-08-10 11:30:00-04:00,8.7166,8.74,0.0005475600000000248,-0.0026773455377574976,2306.0,20154.44,100720.46,80566.02,0.0018349649548350389
2021-08-10 11:45:00-04:00,8.7166,8.74,0.0005475600000000248,-0.0026773455377574976,2306.0,20154.44,100720.46,80566.02,0.0
2021-08-10 12:00:00-04:00,8.787299999999998,8.775,0.00015128999999995029,0.0014017094017091715,2306.0,20235.15,100801.17000000001,80566.02,0.0008013267612161368
2021-08-10 12:15:00-04:00,8.787299999999998,8.775,0.00015128999999995029,0.0014017094017091715,2306.0,20235.15,100812.70000000001,80566.02,0.00011438359296822576
2021-08-10 12:30:00-04:00,8.785949999999993,8.81,0.00057840250000038,-0.002729852440409523,2306.0,20315.86,100881.88,80566.02,0.0006862230651494272
