2022-08-22 16:45:31,332: root: INFO: MachineLearning : Executing the initialize lifecycle method
2022-08-22 16:45:31,337: root: INFO: Current backtesting datetime 2021-08-02 09:18:00-04:00
2022-08-22 16:45:31,337: root: INFO: MachineLearning : Executing the before_starting_trading lifecycle method
2022-08-22 16:45:31,341: asyncio: ERROR: Unable to get balances (cash, portfolio value, etc) from broker. Please check your broker and your broker configuration.
2022-08-22 16:45:31,342: root: INFO: MachineLearning : Executing the on_trading_iteration lifecycle method
2022-08-22 16:45:31,344: root: INFO: Getting historical prices for SRNE, 30040 bars, minute
2022-08-22 16:45:35,259: asyncio: ERROR: Unable to get balances (cash, portfolio value, etc) from broker. Please check your broker and your broker configuration.
2022-08-22 16:45:36,768: asyncio: ERROR: Unable to get balances (cash, portfolio value, etc) from broker. Please check your broker and your broker configuration.
2022-08-22 16:45:39,594: asyncio: ERROR: Unable to get balances (cash, portfolio value, etc) from broker. Please check your broker and your broker configuration.
2022-08-22 16:45:40,869: asyncio: ERROR: Unable to get balances (cash, portfolio value, etc) from broker. Please check your broker and your broker configuration.
