time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier
2021-02-20 18:00:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-02-20 18:00:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,fill,55558.40180000001,1.7234451123550152,1
2021-02-20 18:00:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,55424.0,1.7234451123550152,1
2021-02-22 07:15:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,53611.82,1.7460253725298878,1
2021-02-22 07:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-22 07:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,53611.82,1.7460253725298878,1
2021-02-22 08:45:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,53200.0,1.7977437859503558,1
2021-02-22 09:00:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-22 09:00:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,52066.99,1.7977437859503558,1
2021-02-22 09:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,51452.11,1.8669997347446956,1
2021-02-22 09:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-02-22 09:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,fill,51452.11,1.8669997347446956,1
2021-02-22 12:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,52952.9,1.770787527336538,1
2021-02-22 12:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-22 12:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,52457.81545,1.770787527336538,1
2021-02-22 19:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,53345.33,1.7366516482427232,1
2021-02-22 20:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-22 20:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,52753.44,1.7366516482427232,1
2021-02-22 20:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,52753.44,1.7332479899373194,1
2021-02-22 20:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-22 20:30:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,52753.44,1.7332479899373194,1
2021-02-22 22:00:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,51218.75,1.7790066367943025,1
2021-02-22 23:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,market,fill,52045.89,1.7842817748574848,1
2021-02-22 23:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-02-22 23:30:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,limit,fill,51506.98,1.7842817748574848,1
2021-02-23 00:00:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,50754.5,1.8054736256024404,1
2021-02-23 00:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-02-23 00:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,fill,49318.16,1.8054736256024404,1
2021-02-23 00:45:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,49982.13,1.7590287979933112,1
2021-02-23 00:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-02-23 00:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,fill,49982.13,1.7590287979933112,1
