time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier
2021-02-04 04:15:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,37310.31,0.9408404877532138,1
2021-02-04 05:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-02-04 05:45:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,fill,37729.47,0.9408404877532138,1
2021-02-14 21:45:00-05:00,MachineLearningCrypto,SMART,BTC,buy,crypto,market,fill,46863.83,0.7629006038108161,1
2021-02-15 02:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-02-15 02:15:00-05:00,MachineLearningCrypto,SMART,BTC,sell,crypto,limit,fill,47282.89,0.7629006038108161,1
