datetime,prediction,last_price,absolute_error,squared_error,expected_price_change_pct,portfolio_value,cash,return
2021-01-04 04:01:00-05:00,45.43335332796099,46.0199669061,0.5866135781390156,0.34411549005705894,-0.012746936114403404,100000.0,100000.0,
2021-01-04 04:16:00-05:00,45.43335332796099,46.0199669061,0.5866135781390156,0.34411549005705894,-0.012746936114403404,100000.0,100000.0,0.0
2021-01-04 04:31:00-05:00,46.21724176425398,46.2199667623,0.0027249980460197776,7.425614350811606e-06,-5.895716152358774e-05,100000.0,100000.0,0.0
2021-01-04 04:46:00-05:00,46.21724176425398,46.2199667623,0.0027249980460197776,7.425614350811606e-06,-5.895716152358774e-05,100000.0,100000.0,0.0
2021-01-04 05:01:00-05:00,46.21459176616099,46.1899667839,0.02462498226099541,0.0006063897513543386,0.000533124052160581,100000.0,100000.0,0.0
2021-01-04 05:16:00-05:00,46.21459176616099,46.1899667839,0.02462498226099541,0.0006063897513543386,0.000533124052160581,100000.0,100000.0,0.0
2021-01-04 05:31:00-05:00,46.08119186208599,46.0899668558,0.008774993714013135,7.700051468097003e-05,-0.0001903883711061702,100000.0,100000.0,0.0
2021-01-04 05:46:00-05:00,46.08119186208599,46.0899668558,0.008774993714013135,7.700051468097003e-05,-0.0001903883711061702,100000.0,100000.0,0.0
2021-01-04 06:01:00-05:00,46.12499183058001,46.0999668486,0.025024981980010352,0.0006262497230998429,0.0005428416480687845,100000.0,100000.0,0.0
2021-01-04 06:16:00-05:00,46.12499183058001,46.0999668486,0.025024981980010352,0.0006262497230998429,0.0005428416480687845,100000.0,100000.0,0.0
2021-01-04 06:31:00-05:00,46.130816826384965,46.1149668378,0.01584998858496789,0.0002512221381436124,0.00034370595214167657,100000.0,100000.0,0.0
2021-01-04 06:46:00-05:00,46.130816826384965,46.1149668378,0.01584998858496789,0.0002512221381436124,0.00034370595214167657,100000.0,100000.0,0.0
2021-01-04 07:01:00-05:00,46.12881682783399,46.117466836,0.011349991833988327,0.0001288223146316017,0.0002461104785818017,100000.0,100000.0,0.0
2021-01-04 07:16:00-05:00,46.12881682783399,46.117466836,0.011349991833988327,0.0001288223146316017,0.0002461104785818017,100000.0,100000.0,0.0
2021-01-04 07:31:00-05:00,46.11694183638597,46.104966845,0.011974991385969247,0.00014340041869403765,0.00025973321759948113,100000.0,100000.0,0.0
2021-01-04 07:46:00-05:00,46.11694183638597,46.104966845,0.011974991385969247,0.00014340041869403765,0.00025973321759948113,100000.0,100000.0,0.0
2021-01-04 08:01:00-05:00,46.134971823431,46.2249667587,0.08999493526899727,0.008099088374071008,-0.0019468902106253938,100000.0,100000.0,0.0
2021-01-04 08:16:00-05:00,46.134971823431,46.2249667587,0.08999493526899727,0.008099088374071008,-0.0019468902106253938,100000.0,100000.0,0.0
2021-01-04 08:31:00-05:00,46.13366582435602,46.1124668396,0.021198984756019,0.000449396954685926,0.00045972350231790135,100000.0,100000.0,0.0
2021-01-04 08:46:00-05:00,46.13366582435602,46.1124668396,0.021198984756019,0.000449396954685926,0.00045972350231790135,100000.0,100000.0,0.0
2021-01-04 09:01:00-05:00,46.13282132496101,46.1024668468,0.030354478161008558,0.0009213943444271455,0.0006584133179223896,100000.0,100000.0,0.0
2021-01-04 09:16:00-05:00,46.13282132496101,46.1024668468,0.030354478161008558,0.0009213943444271455,0.0006584133179223896,100000.0,100000.0,0.0
2021-01-04 09:31:00-05:00,45.90595298812398,45.8374420374,0.06851095072397584,0.004693750369103046,0.0014946503923163057,100000.0,100000.0,0.0
