time,strategy,exchange,symbol,side,sec_type,type,status,price,filled_quantity,multiplier
2021-01-01 08:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,29384.98,0.6832341846659019,1
2021-01-01 09:00:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-01 09:00:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,29464.79,0.6832341846659019,1
2021-01-01 10:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-01 10:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,29125.39,0.6836882571882462,1
2021-01-01 10:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,29125.39,0.6836882571882462,1
2021-01-01 13:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,28880.0,0.6908435706833082,1
2021-01-01 13:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-01 13:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,28870.4126,0.6908435706833082,1
2021-01-01 14:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,29013.47,0.6894078790987457,1
2021-01-01 14:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-01 14:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,29099.565799999997,0.6894078790987457,1
2021-01-02 10:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-02 10:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,31622.12,0.6373400397921097,1
2021-01-02 10:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,31622.12,0.6373400397921097,1
2021-01-02 15:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-02 15:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,32095.75,0.6186713526307762,1
2021-01-02 15:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,32095.75,0.6186713526307762,1
2021-01-02 16:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,31468.73,0.6582817235377564,1
2021-01-02 16:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-02 16:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,31468.73,0.6582817235377564,1
2021-01-02 17:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,32147.97,0.6195806842425771,1
2021-01-02 20:30:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-02 20:30:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,32626.59,0.6195806842425771,1
2021-01-03 00:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-03 00:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,33815.82,0.600381376306456,1
2021-01-03 00:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,33815.82,0.600381376306456,1
2021-01-03 03:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,34631.44,0.5807965047850174,1
2021-01-03 03:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-03 03:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,34631.44,0.5807965047850174,1
2021-01-03 05:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-03 05:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,34050.17,0.5821704710595689,1
2021-01-03 05:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,34050.17,0.5821704710595689,1
2021-01-03 07:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,34495.96,0.5782811994331527,1
2021-01-03 07:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-01-03 07:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,fill,34049.75360000002,0.5782811994331527,1
2021-01-03 09:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-03 09:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,34048.35,0.5925098337258946,1
2021-01-03 09:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,34048.35,0.5925098337258946,1
2021-01-03 10:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,33379.01,0.6095856433571406,1
2021-01-03 10:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-03 10:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,33379.01,0.6095856433571406,1
2021-01-03 13:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,32605.44,0.6127126606728488,1
2021-01-03 14:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-03 14:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,32458.35604999999,0.6127126606728488,1
2021-01-03 15:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,33589.32,0.5939423851064579,1
2021-01-03 17:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-01-03 17:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,fill,33277.27,0.5939423851064579,1
2021-01-03 19:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,32755.53,0.6051204445851345,1
2021-01-03 19:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-03 19:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,32755.53,0.6051204445851345,1
2021-01-03 21:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,33196.46,0.6040935329146739,1
2021-01-03 22:00:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-03 22:00:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,33454.21,0.6040935329146739,1
2021-01-03 22:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,33397.03,0.597870746361153,1
2021-01-04 00:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,33179.69,0.601538637906986,1
2021-01-04 00:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-01-04 00:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,fill,33038.45,0.597870746361153,1
2021-01-04 00:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-04 00:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,33034.791450000004,0.601538637906986,1
2021-01-04 02:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-01-04 02:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,fill,31987.24,0.616514303041102,1
2021-01-04 02:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,31987.24,0.616514303041102,1
2021-01-04 03:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,32416.17,0.6204514658777376,1
2021-01-04 03:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-04 03:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,32416.17,0.6204514658777376,1
2021-01-04 04:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,30948.52,0.6370610950548549,1
2021-01-04 04:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-04 04:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,30948.52,0.6370610950548549,1
2021-01-04 05:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-04 05:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,29744.16,0.690350527422103,1
2021-01-04 05:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,29744.16,0.690350527422103,1
2021-01-04 07:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-04 07:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,30900.0,0.6518855318036882,1
2021-01-04 07:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,30900.0,0.6518855318036882,1
2021-01-04 07:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,31253.8,0.6477195760446858,1
2021-01-04 07:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-04 07:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,31253.8,0.6477195760446858,1
2021-01-04 09:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,31561.97,0.6321044206675565,1
2021-01-04 10:00:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,canceled,,,1
2021-01-04 10:00:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,fill,32113.68,0.6321044206675565,1
2021-01-04 10:15:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,31820.0,0.6196817841215762,1
2021-01-04 10:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
2021-01-04 10:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,limit,fill,31820.0,0.6196817841215762,1
2021-01-04 11:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,31173.62,0.6432513778000964,1
2021-01-04 12:00:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,canceled,,,1
2021-01-04 12:00:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,fill,31390.717600000018,0.6432513778000964,1
2021-01-04 12:45:00-05:00,MachineLearning,SMART,BTC,buy,crypto,market,fill,30813.72,0.6447445819455827,1
2021-01-04 12:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,limit,canceled,,,1
2021-01-04 12:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,stop,fill,30813.72,0.6447445819455827,1
2021-01-04 13:45:00-05:00,MachineLearning,SMART,BTC,sell,crypto,market,fill,31319.51,0.6364770602118445,1
2021-01-04 14:15:00-05:00,MachineLearning,SMART,BTC,buy,crypto,stop,canceled,,,1
